Date,Name and Loc,Rating,Title,Review
Date of experience: August 2018,"Raman_4Jaipur, India","<span class=""ui_bubble_rating bubble_50""></span>","Angina is one of its kind i.e it’s a rocky beach with rocks alongside.
But it’s beauty is incredible and increased due to the presence of these beautiful rocks on it .
The rocks are having lots of holes in which crabs are present ....More",“Rocky Beach in Goa “
Date of experience: August 2018,"Shobha85Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>","With Anjuna, most of times you see the curlys side of it, check the lilyputt side of the beach..Its not very crowded, rocky, but the way waves come charging on the rock is worth every effort you take to reach there...
P.S.: Roads are terribly...More",Charging Waves unique side of anjuna
Date of experience: October 2017,"RahatsareenBengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>",This is one of the best beaches in Goa. Has wonderful stay homes around at reasonable rates. It has many night clubs too.,Best beach to stay around
Date of experience: May 2018,"praveeshvv2016Kozhikode, India","<span class=""ui_bubble_rating bubble_40""></span>",Anjuna beach is one of the best beach in North Goa and it is the beach were water sports activities are done. It’s a youth filled beach. It’s an adventurous beach. It’s filled with full of adventures. Couples can also have good time and adventure...More,Adventure and Fun filled Beach 
Date of experience: July 2018,"saclorineGoa Velha, India","<span class=""ui_bubble_rating bubble_40""></span>","anjuna beach is in North Goa,  it is on of the popular beaches in Goa.  There are other beaches close to this one like baga beach,  vagator beach. 
The best place to hangout in anjuna is at curlies.  If you like to party or just...More",Beautiful spot 
Date of experience: June 2018,"LetsGoSightseeingNoida, India","<span class=""ui_bubble_rating bubble_40""></span>","Even when it was monsoon & high tide, the beach (or what remained of it) was full of tourists. The Arabian Sea looked quite fierce; we did not venture anywhere near. But we could imagine the popularity of the beach during the peak seasons.
We...More",A popular beach
Date of experience: March 2018,"BadasaarKakinada, India","<span class=""ui_bubble_rating bubble_50""></span>","In an unplanned visit to Goa, On an evening we started to Baga beach, but we proceeded unintentionally towards Anjuna. It was actually tough to find a path to Anjuna because resorts themselves have path towards Anjuna and they provide parking for outsiders with a...More",A feast for the eyes
Date of experience: August 2017,Sarang D,"<span class=""ui_bubble_rating bubble_50""></span>","One of the best beach in North Goa, hardly 4-5 KM from Baga beach. This place is mostly quite and I had visited during monsoon so there were hardly few people on beach.  There are some best shacks and you cant miss visiting them. My...More",Less crowded beach in North Goa
Date of experience: October 2017,"siddharths1213Solan, India","<span class=""ui_bubble_rating bubble_40""></span>",Each and every beach in Goa is beautiful and different. Anjuna beach is not that big but it is indeed beautiful. The best option to perform water sports if compared to calangute or other beaches as it's much cheaper. You can also bargain n reduce...More,Anjuna Beach
Date of experience: January 2018,"121dharaAhmedabad, India","<span class=""ui_bubble_rating bubble_40""></span>",There are two beaches one is anjuna sand beach and other is anjuna rock beach. Rock beach is one of its kind. Large view of rocks of red color and the waves come and go by those rocks its a visual treat. Must visit!!,One of its kind!!
Date of experience: July 2018,"TheSoBoGuysMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>","It is one of the better and more quiter beaches in North Goa. We definitely found it to be the best amongst the other beaches like Baga, Candolim , Calangute and Vagator.

Though in Monsoons, this place is quite desserted",One of the better North Goa Beaches
Date of experience: May 2018,"PushpendraK58New Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>","For all the rave reviews of Anjuna Beach, it was not that great as the crowd vibe was quite lame.
Access is limited to bikes and cabs and its bit far from main road, Hence crowds are less. It has very clean beach and rocks...More","The Picturesque View,  Great place to relax and just do nothing."
Date of experience: June 2018,"351vishnuvNarakal, India","<span class=""ui_bubble_rating bubble_40""></span>","Right next to vagatore beach,ideal for night stay.Not at all advisable plunge into water.Due to the rock formation.
       This is one among those beaches that comes alive at night. The night clubs mentioned in Goan tourism website mostly located around here for instance curly's.
      If...More",Anjuna @glance
Date of experience: June 2018,ptrav9,"<span class=""ui_bubble_rating bubble_40""></span>","Was in Anjuna beach when the Indian Monsoon stuck Goa. Great experience, watching the rain, and the sea eating up the beach. There are some hotels (available at discounted rates), eateries, and night clubs open this time of the year.",Nice
Date of experience: May 2018,"doctushard8Belgaum, India","<span class=""ui_bubble_rating bubble_40""></span>","Nice beach, u can spend leisure time, good for photography. u also anjuna watersports nearby to spend some your leisure time.",Nice rocky beach
Date of experience: May 2018,"marveltours2018Kochi (Cochin), India","<span class=""ui_bubble_rating bubble_50""></span>",Goa is place with limitless entertainment options and Anjuna is one of the finest beach.. super crystal clear water.. very cool and refreshing,Visit to North Goa
Date of experience: June 2018,"NelvisR5Navi Mumbai, India","<span class=""ui_bubble_rating bubble_50""></span>","This is a very nice beach close to the chapora beach, but it is also called a Rocky Beach. You will find a lot of the rocks here so make sure you are safe when you are at the beach. This place is not good...More",Anjuna Beach Beauty
Date of experience: May 2018,"svsashankHyderabad, India","<span class=""ui_bubble_rating bubble_20""></span>","For all the rave reviews of Anjuna Beach, it was super disappointing. The crowd vibe was quite lame. The shacks were ok. We were also disappointed that the market was closed that day.
We were pissed that we had to pay hefty parking for the...More",Disappointing and Boring
Date of experience: July 2017,"Jatinarora80New Delhi, India","<span class=""ui_bubble_rating bubble_50""></span>","An experience one must take, it is meant mainly for couples and one should go there. Enjoy the shaks with some drinks",What a Beach!!!
Date of experience: June 2018,"PriyaM857Bengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>","Its one of the best beaches goa has to offer. Access is limited to bikes and cabs and its bit far from main road, Hence crowds are less. It has very clean beach and rocks near by. Good time to hang around in the evenings...More",Top Notch beach in Goa
Date of experience: June 2018,Maxi T,"<span class=""ui_bubble_rating bubble_50""></span>",Good food next to the water. Friendly staff. Reserve a table for the weekend minimum a week upfront.,Friendly staff
Date of experience: June 2018,"Sunil GBengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>",This is one of the top goa beaches located in north goa. The beach contains blackish flat rock formation and next to it is crystal clear beach. Its far off from main road and hence the crowd is less. very nice place to relax in...More,Excellent clean beach with black lava style floor by the sea
Date of experience: February 2018,Rohit m,"<span class=""ui_bubble_rating bubble_40""></span>",This beach is very nice there is near night saturday market cleanness is good couples must visit this beach .....,Nice beach
Date of experience: March 2018,"Dishaa SNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>","if your want to run away from the maddening crowd at baga, calangute beaches yet be in the city center, head to anjuna beach. definitely quieter than the other beaches in north goa and has some very interesting eateries.",relatively quieter
Date of experience: May 2018,"BangaloreHarishBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",It’s a clean beach and not so crowded place. Time very well spent and had enjoyed. You get to see some beach side resorts and food outlets on the line,Clean beach
Date of experience: May 2018,"srishkalyanBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",Another rocky beach. Very clean. Not crowded.You have limited bars and cafe which are little away from the beach. We have not found any shacks on the beach. A nice place if you want some lonely moments ..,"Clean,Peaceful and beautiful"
Date of experience: May 2018,"478farhanmHyderabad, India","<span class=""ui_bubble_rating bubble_50""></span>","Dont miss sunset scene of anjuna beach if you are in GOA...
if you are disturbed in your life go to this place this place will disturb your disturbance😊",Anjuna Beach
Date of experience: April 2018,"nishant982Mumbai, India","<span class=""ui_bubble_rating bubble_30""></span>",The beach itself is small. But it is surrounded by a Lot of Vars and Cafes which is a nice place to hang around.,Surrounded by a lot of Cafes
Date of experience: May 2018,"Donald DKollam, India","<span class=""ui_bubble_rating bubble_30""></span>","There are some shades along the beach which look attractive, the beach has limited parking space and so is not crowded.",Beach with limited facilities.
Date of experience: April 2018,"mahesht290Hyderabad, India","<span class=""ui_bubble_rating bubble_50""></span>","Best beach.. Very calm... Yeah, with a little bit decent crowd.. Water sports are with lesser prices compared to that of south Goa...I can say best place to Hangout with very delicious sea food at the shacks.

Best part is you can get to see...More",Best SunSet point in Goa
Date of experience: May 2018,"bhattacharjeeavikKolkata, India","<span class=""ui_bubble_rating bubble_50""></span>",This is another beautiful beach in North Goa. This is also rocky beach not suitable for taking baths. There are many restaurants and shacks. This beach is very popular with Indian tourists. There are many beach sports facilities.,Beautiful beach in North Goa 
Date of experience: May 2018,"neeraj2bobyShimla, India","<span class=""ui_bubble_rating bubble_50""></span>","Its a wonderful beach in the series of numerous Goan beaches. Must visit curlies, liliput and not to miss flea market every Wednesday.",Great beach
Date of experience: April 2018,vijays2924,"<span class=""ui_bubble_rating bubble_30""></span>",It has nice resorts but beaches are more like private.my daughter wanted a lion tattoo on the beach and the artist was terrible. Never try tattoo on the beach. Big NO. The rocky shore is beautiful and definitely better than vagator. The beach is not...More,Good beach with few facilities
Date of experience: April 2018,"Rohan CMumbai, India","<span class=""ui_bubble_rating bubble_50""></span>","It is one of the liveliest beaches in North Goa. Has a number of shacks, pubs and restaurants. Is very popular among the foreigners.",Best beach in town
